 #Electric_field_strength_at_zd=0
 #vkc_xd, vkc_yd, vkc_zd=,  -962.94952008925429        462.35132426826294       -90.542341971904250     
 #yd(m), efxd_r, efxd_i, efyd_r, efyd_i, efzd_r, efzd_i, |efs| pw_err
    -0.2000000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1960000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1920000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1880000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1840000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1800000E+00    -0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1760000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1720000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1680000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1640000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1600000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1560000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1520000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
    -0.1480000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00    -0.0000000E+00     0.0000000E+00     0.0000000E+00     0.0000000E+00
