#Frequency(Hz)=   0.770000E+11
#kx(rad/m)=  -0.318415E+03
#ky(rad/m)=   0.102103E+04
#kz(rad/m)=  -0.731374E+02
#nx_max= 101
#ny_max= 101
 #ix, iy, xd(m), yd(m), bx(T), by(T), bz(T), btot(T), te(eV), ne(m-3), ti(eV), ni(m-3), x(m), y(m), z(m)
  1   1    -0.2000000E+00    -0.2000000E+00     0.5278874E+00     0.1847568E+01    -0.3731920E+00     0.1957408E+01     0.6347469E+03     0.8351672E+20     0.6347469E+03     0.8351672E+20     0.3782306E+01     0.1723995E+01    -0.3000822E+00
  1   2    -0.2000000E+00    -0.1960000E+00     0.5242936E+00     0.1850319E+01    -0.3709653E+00     0.1958617E+01     0.6367549E+03     0.8345596E+20     0.6367549E+03     0.8345596E+20     0.3779396E+01     0.1726734E+01    -0.3002588E+00
  1   3    -0.2000000E+00    -0.1920000E+00     0.5206890E+00     0.1853047E+01    -0.3687607E+00     0.1959817E+01     0.6387794E+03     0.8339364E+20     0.6387794E+03     0.8339364E+20     0.3776487E+01     0.1729474E+01    -0.3004353E+00
  1   4    -0.2000000E+00    -0.1880000E+00     0.5170736E+00     0.1855752E+01    -0.3665781E+00     0.1961010E+01     0.6408201E+03     0.8332977E+20     0.6408201E+03     0.8332977E+20     0.3773578E+01     0.1732213E+01    -0.3006118E+00
  1   5    -0.2000000E+00    -0.1840000E+00     0.5134474E+00     0.1858433E+01    -0.3644176E+00     0.1962193E+01     0.6428769E+03     0.8326438E+20     0.6428769E+03     0.8326438E+20     0.3770668E+01     0.1734953E+01    -0.3007884E+00
  1   6    -0.2000000E+00    -0.1800000E+00     0.5098980E+00     0.1861120E+01    -0.3621733E+00     0.1963399E+01     0.6448004E+03     0.8320235E+20     0.6448004E+03     0.8320235E+20     0.3767759E+01     0.1737692E+01    -0.3009649E+00
  1   7    -0.2000000E+00    -0.1760000E+00     0.5067070E+00     0.1863937E+01    -0.3594357E+00     0.1964741E+01     0.6462839E+03     0.8315395E+20     0.6462839E+03     0.8315395E+20     0.3764850E+01     0.1740432E+01    -0.3011415E+00
  1   8    -0.2000000E+00    -0.1720000E+00     0.5035026E+00     0.1866732E+01    -0.3567215E+00     0.1966076E+01     0.6477790E+03     0.8310470E+20     0.6477790E+03     0.8310470E+20     0.3761940E+01     0.1743171E+01    -0.3013180E+00
  1   9    -0.2000000E+00    -0.1680000E+00     0.5002849E+00     0.1869505E+01    -0.3540305E+00     0.1967402E+01     0.6492856E+03     0.8305460E+20     0.6492856E+03     0.8305460E+20     0.3759031E+01     0.1745910E+01    -0.3014945E+00
  1  10    -0.2000000E+00    -0.1640000E+00     0.4970537E+00     0.1872256E+01    -0.3513627E+00     0.1968720E+01     0.6508036E+03     0.8300367E+20     0.6508036E+03     0.8300367E+20     0.3756122E+01     0.1748650E+01    -0.3016711E+00
  1  11    -0.2000000E+00    -0.1600000E+00     0.4938091E+00     0.1874984E+01    -0.3487181E+00     0.1970030E+01     0.6523333E+03     0.8295190E+20     0.6523333E+03     0.8295190E+20     0.3753212E+01     0.1751389E+01    -0.3018476E+00
  1  12    -0.2000000E+00    -0.1560000E+00     0.4905512E+00     0.1877690E+01    -0.3460966E+00     0.1971331E+01     0.6538744E+03     0.8289930E+20     0.6538744E+03     0.8289930E+20     0.3750303E+01     0.1754129E+01    -0.3020241E+00
  1  13    -0.2000000E+00    -0.1520000E+00     0.4872798E+00     0.1880375E+01    -0.3434981E+00     0.1972623E+01     0.6554272E+03     0.8284587E+20     0.6554272E+03     0.8284587E+20     0.3747394E+01     0.1756868E+01    -0.3022007E+00
  1  14    -0.2000000E+00    -0.1480000E+00     0.4839952E+00     0.1883036E+01    -0.3409226E+00     0.1973906E+01     0.6569915E+03     0.8279163E+20     0.6569915E+03     0.8279163E+20     0.3744484E+01     0.1759608E+01    -0.3023772E+00
  1  15    -0.2000000E+00    -0.1440000E+00     0.4806971E+00     0.1885676E+01    -0.3383701E+00     0.1975181E+01     0.6585674E+03     0.8273658E+20     0.6585674E+03     0.8273658E+20     0.3741575E+01     0.1762347E+01    -0.3025537E+00
  1  16    -0.2000000E+00    -0.1400000E+00     0.4773858E+00     0.1888293E+01    -0.3358404E+00     0.1976446E+01     0.6601548E+03     0.8268072E+20     0.6601548E+03     0.8268072E+20     0.3738666E+01     0.1765087E+01    -0.3027303E+00
  1  17    -0.2000000E+00    -0.1360000E+00     0.4740611E+00     0.1890889E+01    -0.3333335E+00     0.1977702E+01     0.6617539E+03     0.8262406E+20     0.6617539E+03     0.8262406E+20     0.3735756E+01     0.1767826E+01    -0.3029068E+00
  1  18    -0.2000000E+00    -0.1320000E+00     0.4707231E+00     0.1893462E+01    -0.3308495E+00     0.1978949E+01     0.6633645E+03     0.8256661E+20     0.6633645E+03     0.8256661E+20     0.3732847E+01     0.1770565E+01    -0.3030833E+00
  1  19    -0.2000000E+00    -0.1280000E+00     0.4673717E+00     0.1896012E+01    -0.3283881E+00     0.1980186E+01     0.6649867E+03     0.8250837E+20     0.6649867E+03     0.8250837E+20     0.3729938E+01     0.1773305E+01    -0.3032599E+00
  1  20    -0.2000000E+00    -0.1240000E+00     0.4640071E+00     0.1898541E+01    -0.3259494E+00     0.1981414E+01     0.6666206E+03     0.8244936E+20     0.6666206E+03     0.8244936E+20     0.3727028E+01     0.1776044E+01    -0.3034364E+00
  1  21    -0.2000000E+00    -0.1200000E+00     0.4606292E+00     0.1901047E+01    -0.3235332E+00     0.1982633E+01     0.6682660E+03     0.8238957E+20     0.6682660E+03     0.8238957E+20     0.3724119E+01     0.1778784E+01    -0.3036129E+00
  1  22    -0.2000000E+00    -0.1160000E+00     0.4572379E+00     0.1903531E+01    -0.3211396E+00     0.1983841E+01     0.6699231E+03     0.8232902E+20     0.6699231E+03     0.8232902E+20     0.3721210E+01     0.1781523E+01    -0.3037895E+00
  1  23    -0.2000000E+00    -0.1120000E+00     0.4538334E+00     0.1905992E+01    -0.3187685E+00     0.1985040E+01     0.6715918E+03     0.8226771E+20     0.6715918E+03     0.8226771E+20     0.3718300E+01     0.1784263E+01    -0.3039660E+00
  1  24    -0.2000000E+00    -0.1080000E+00     0.4504157E+00     0.1908432E+01    -0.3164198E+00     0.1986229E+01     0.6732721E+03     0.8220566E+20     0.6732721E+03     0.8220566E+20     0.3715391E+01     0.1787002E+01    -0.3041425E+00
  1  25    -0.2000000E+00    -0.1040000E+00     0.4469847E+00     0.1910848E+01    -0.3140934E+00     0.1987408E+01     0.6749640E+03     0.8214287E+20     0.6749640E+03     0.8214287E+20     0.3712481E+01     0.1789742E+01    -0.3043191E+00
  1  26    -0.2000000E+00    -0.1000000E+00     0.4435404E+00     0.1913243E+01    -0.3117894E+00     0.1988577E+01     0.6766675E+03     0.8207934E+20     0.6766675E+03     0.8207934E+20     0.3709572E+01     0.1792481E+01    -0.3044956E+00
  1  27    -0.2000000E+00    -0.9600000E-01     0.4400829E+00     0.1915615E+01    -0.3095076E+00     0.1989736E+01     0.6783826E+03     0.8201509E+20     0.6783826E+03     0.8201509E+20     0.3706663E+01     0.1795221E+01    -0.3046721E+00
  1  28    -0.2000000E+00    -0.9200000E-01     0.4367900E+00     0.1918026E+01    -0.3070325E+00     0.1990949E+01     0.6799354E+03     0.8195668E+20     0.6799354E+03     0.8195668E+20     0.3703753E+01     0.1797960E+01    -0.3048487E+00
  1  29    -0.2000000E+00    -0.8800000E-01     0.4337931E+00     0.1920520E+01    -0.3042025E+00     0.1992263E+01     0.6812010E+03     0.8190891E+20     0.6812010E+03     0.8190891E+20     0.3700844E+01     0.1800699E+01    -0.3050252E+00
  1  30    -0.2000000E+00    -0.8400000E-01     0.4307811E+00     0.1922992E+01    -0.3013935E+00     0.1993567E+01     0.6824860E+03     0.8186027E+20     0.6824860E+03     0.8186027E+20     0.3697935E+01     0.1803439E+01    -0.3052018E+00
  1  31    -0.2000000E+00    -0.8000000E-01     0.4277540E+00     0.1925441E+01    -0.2986056E+00     0.1994859E+01     0.6837902E+03     0.8181076E+20     0.6837902E+03     0.8181076E+20     0.3695025E+01     0.1806178E+01    -0.3053783E+00
  1  32    -0.2000000E+00    -0.7600000E-01     0.4247117E+00     0.1927868E+01    -0.2958386E+00     0.1996140E+01     0.6851135E+03     0.8176039E+20     0.6851135E+03     0.8176039E+20     0.3692116E+01     0.1808918E+01    -0.3055548E+00
  1  33    -0.2000000E+00    -0.7200000E-01     0.4216543E+00     0.1930273E+01    -0.2930925E+00     0.1997411E+01     0.6864557E+03     0.8170916E+20     0.6864557E+03     0.8170916E+20     0.3689207E+01     0.1811657E+01    -0.3057314E+00
  1  34    -0.2000000E+00    -0.6800000E-01     0.4185818E+00     0.1932655E+01    -0.2903672E+00     0.1998669E+01     0.6878166E+03     0.8165708E+20     0.6878166E+03     0.8165708E+20     0.3686297E+01     0.1814397E+01    -0.3059079E+00
